GTIN,DESCRIPTION,DEPARTMENT,COMMODITY,ITEM_SUBMISSION_DATE
00888109110017,"HOSTESS Chocolate Cupcakes, Chocolate Cake, Creamy Filling, 8 count, 12.7 oz",Pantry,Snacks,2024-01-16 09:47:00.000
00041196891010,Progresso Italian Style Bread Crumbs,Pantry,Spices & Seasonings,2024-01-19 06:21:00.000
00028400090889,Lay's Potato Chips Sour Cream & Onion Flavored 1 Oz,Pantry,Snacks,2024-01-10 10:20:00.000
00016000504622,Fiber One Oats and Chocolate Chewy Bar,Pantry,Snacks,2024-01-23 12:47:00.000
00016000147324,Gushers Tropical Flavors Fruit Flavored Snacks 6 Count,Pantry,Snacks,2024-01-23 12:08:00.000
10051000179668,"Campbell's Condensed Vegetarian Vegetable Soup, 10.5 Ounce Can",Pantry,Canned Foods,2023-12-04 06:36:00.000
00017000142890,"Dial Body Wash, Pamper & Indulge, Silk & Magnolia, 16 fl oz",Beauty,Bath & Body,2023-12-04 10:52:00.000
00017000142890,"Dial Body Wash, Pamper & Indulge, Silk & Magnolia, 16 fl oz",Personal Care,Bath & Body,2023-12-04 10:52:00.000
00037000887362,"Always Discreet Adult Incontinence Underwear for Women and Postpartum Underwear, S/M, 19 CT, up to 100% Bladder Leak Protection",Personal Care,Incontinence,2024-01-09 07:40:00.000
00048526012978,12oz Flip It Reflex Push Button Soft Spout Thirsty Kids Cup (1297) In a 12pc SRP- 2 x 6 Orientation,Kitchen & Dining,Thermal & Water Bottles,2024-01-22 14:52:00.000
00017000127231,KC 4.6 INTNSECCA 12/60ML,Beauty,Hair Care,2024-01-05 13:16:00.000
00017000127231,KC 4.6 INTNSECCA 12/60ML,Personal Care,Hair Care,2024-01-05 13:16:00.000
00037000944799,"Old Spice Sweat Defense Anti-Perspirant Deodorant for Men, Pure Sport Plus, 2.6 oz",Personal Care,Deodorants/Antiperspirant,2024-01-22 08:32:00.000
00043000950807,"Crystal Light Peach Iced Tea Artificially Flavored Powdered Drink Mix, 6 ct Pitcher Packets",Beverages,Drink Mixes & Beverage Enhancers,2024-01-16 09:22:00.000
10051000106626,"Campbell's Chunky Soup, Sirloin Burger With Country Vegetable Beef Soup, 18.8 oz Can (Case of 12)",Pantry,Canned Foods,2023-12-03 19:15:00.000
10051000246216,"Campbell's Condensed Healthy Request Tomato Soup, 10.75 Ounce Can",Pantry,Canned Foods,2023-12-03 13:17:00.000
00037000734130,"Old Spice Red Collection Captain Scent Deodorant for Men, 3.0 oz",Personal Care,Deodorants/Antiperspirant,2024-01-15 07:48:00.000
00037000962649,"Febreze Air Freshener, Mediterranean Lavender, 8.8 oz",Cleaning and Household,Air Fresheners,2023-12-15 08:16:00.000
00014100044505,"Pepperidge Farm Milano Cookies, Pumpkin Spice, 7 oz. Bag",Pantry,Cookies,2024-01-18 06:03:00.000
00014100044505,"Pepperidge Farm Milano Cookies, Pumpkin Spice, 7 oz. Bag",Pantry,Cookies,2024-01-18 06:03:00.000
00014100044505,"Pepperidge Farm Milano Cookies, Pumpkin Spice, 7 oz. Bag",Pantry,Cookies,2024-01-18 06:03:00.000
00014100074724,"Pepperidge Farm Milano Double Dark Chocolate Cookies, 7.5 OZ Bag (15 Cookies)",Pantry,Cookies,2024-01-18 06:03:00.000
00014100074724,"Pepperidge Farm Milano Double Dark Chocolate Cookies, 7.5 OZ Bag (15 Cookies)",Pantry,Cookies,2024-01-18 06:03:00.000
00037000738046,Always Discreet Medium Adult Incontinence No Perfume,Personal Care,Incontinence,2024-01-09 06:15:00.000
00602652171116,"KIND Healthy Snack Bar, Cranberry Almond, 5g Protein, Gluten Free Bars, 1.4 OZ, (12 Count)",Pantry,Snacks,2024-01-16 10:31:00.000
00602652170560,"KIND Healthy Snack Bar, Peanut Butter Dark Chocolate, 7g Protein, Gluten Free Bars, 1.4 OZ, 1 Count",Pantry,Snacks,2024-01-16 10:31:00.000
00071249006412,"L'Oreal Paris Voluminous Original Waterproof Volume Building Mascara, Black, 0.28 fl oz",Beauty,Makeup,2024-01-22 16:00:00.000
00051000212412,"Campbell's Condensed Healthy Request Cream of Chicken Soup, Family Size, 22.6 Ounce Can",Pantry,Canned Foods,2023-12-03 15:49:00.000
00028400069151,Chester's Fries Corn Snacks Flamin' Hot Flavored 1 Oz,Pantry,Snacks,2023-12-01 08:54:00.000
00878639000230,Every Man Jack Deodorant Sandalwood,Personal Care,Deodorants/Antiperspirant,2023-12-07 11:56:00.000
00014100096559,"Goldfish Cheddar Cheese Crackers, 30 oz Carton",Pantry,Snacks,2024-01-10 14:20:00.000
00021908509358,Larabar Peanut Butter Chocolate Chip Fruit & Nut Bar,Pantry,Snacks,2024-01-23 12:23:00.000
00024100789382,Kellogg's Cheez It Crackers White Cheddar 12.4oz,Pantry,Snacks,2024-01-23 16:04:00.000
00024100594757,Kellogg's Cheez It Crackers Grooves Sharp White Cheddar 9oz,Pantry,Snacks,2024-01-10 13:55:00.000
00051000005502,"Campbell's Chunky Soup, Beef Soup with Country Vegetables, 18.8 Oz Can",Pantry,Canned Foods,2023-12-01 06:51:00.000
00052000208061,Gatorade Thirst Quencher Fruit Punch Natural Flavor 20 Fl Oz 8 Count,Beverages,Sports Drinks,2024-01-18 09:40:00.000
00014100049173,"Goldfish Crackers Mix with Xtra Cheddar and Pretzel, Snack Crackers, 6.6 oz bag",Pantry,Snacks,2024-01-18 06:14:00.000
00014100048107,"Pepperidge Farm Farmhouse Thin and Crispy Milk Chocolate Chip Cookies, 6.9 OZ Bag (14 Cookies)",Pantry,Cookies,2023-12-27 09:06:00.000
00028400055093,Lay's Stax Potato Crisps Original 5 3/4 Oz,Pantry,Snacks,2024-01-10 18:17:00.000
00602652176517,"KIND Healthy Snack Bar, Dark Chocolate Nuts & Sea Salt, 5g Sugar  6g Protein, Gluten Free Bars, 1.4 OZ, 1 Count",Pantry,Snacks,2024-01-16 10:31:00.000
00034000002290,KIT KAT MILK CHOCOLATE KING SIZE BAR,Candy,Chocolate,2024-01-18 08:41:00.000
00034000002290,KIT KAT MILK CHOCOLATE KING SIZE BAR,Candy,Chocolate,2024-01-18 08:41:00.000
00012044015605,"Old Spice Antiperspirant Deodorant for Men Fiji, 2.6 oz",Personal Care,Deodorants/Antiperspirant,2024-01-15 07:48:00.000
00041554220070,Instant Age Rewind Eraser Foundation,Beauty,Makeup,2023-12-05 12:49:00.000
00041554543711,"Maybelline Super Stay Matte Ink Un-nude Liquid Lipstick, Amazonian, 0.17 fl oz",Beauty,Makeup,2023-12-28 13:40:00.000
00071249265895,"L'Oreal Paris Elvive Volume Filler Thickening Conditioner, 12.6 fl oz",Beauty,Hair Care,2024-01-17 10:40:00.000
00071249265895,"L'Oreal Paris Elvive Volume Filler Thickening Conditioner, 12.6 fl oz",Personal Care,Hair Care,2024-01-17 10:40:00.000
00041554549454,"Maybelline  Master Precise All Day Liquid Eyeliner, Forest Brown, 0.03 fl oz",Beauty,Makeup,2023-12-28 12:53:00.000
00044300121119,"La Choy Chicken Chow Mein White Meat Chicken & Sauce With Asian-style Vegetables, 42 oz.",Pantry,International,2023-12-07 12:02:00.000
00044300121119,"La Choy Chicken Chow Mein White Meat Chicken & Sauce With Asian-style Vegetables, 42 oz.",Pantry,Packaged Meals & Sides,2023-12-07 12:02:00.000
00888109110796,Hostess Baseball CupCake Multi-Pack 12.7 ounces 8 count,Pantry,Snacks,2023-12-11 14:41:00.000
00013562300655,Annie's Organic Bernie O's Canned Pasta,Pantry,Canned Foods,2024-01-23 13:18:00.000
00041000005244,Lipton Tea Bag Extra Bold Cup 80 CT,Beverages,Tea & Kombucha,2024-01-04 23:01:00.000
10013562494030,Annie's Organic Cheddar Bunnies Baked Snack Crackers 12 Count,Pantry,Snacks,2024-01-10 06:12:00.000
00047400665095,"Gillette SkinGuard Men's Razor Blades, 4 Blade Refills",Personal Care,Shaving & Hair Removal,2023-12-04 20:32:00.000
00014100047346,"Pepperidge Farm Goldfish Baked with Whole Grain Colors Cheddar Crackers, 6.6 oz. Bag",Pantry,Snacks,2024-01-18 06:18:00.000
00071169700049,BC Cookie Icing Wht Ea,Pantry,Baking & Cooking,2024-01-03 09:53:00.000
00014100087823,"Pepperidge Farm Pirouette Cookies, Chocolate Fudge Creme Filled Wafers, 13.5 Oz Tin",Pantry,Cookies,2024-01-18 06:05:00.000
00039400016014,Bush's Baked Beans with Onion 16 oz,Pantry,Canned Foods,2023-12-12 06:04:00.000
00042000154208,"DIXIE ULTRA® 10 INCH PAPER PLATES, 44 COUNT",Cleaning and Household,Disposable Tableware,2024-01-19 16:29:00.000
00047400313897,"Gillette Venus Sensitive Women's Disposable Razor, 3 Count",Personal Care,Shaving & Hair Removal,2024-01-09 13:18:00.000
00034000080113,HERSHEYS MILK CHOCOLATE SNACK SIZE BAR 5-PACK,Candy,Chocolate,2024-01-09 12:27:00.000
00034000080113,HERSHEYS MILK CHOCOLATE SNACK SIZE BAR 5-PACK,Candy,Chocolate,2024-01-09 12:27:00.000
00034000013272,"ALMOND JOY MILK CHOCOLATE , COCONUT & ALMONDS SNACK SIZE BAR 5-PACK",Candy,Chocolate,2024-01-09 12:27:00.000
00034000013272,"ALMOND JOY MILK CHOCOLATE , COCONUT & ALMONDS SNACK SIZE BAR 5-PACK",Candy,Chocolate,2024-01-09 12:27:00.000
00034000720620,ICE BREAKERS WINTERGREEN FLAVORED MINTS TIN BOX,Candy,Gum & Mints,2024-01-18 08:43:00.000
10041196915072,Progresso Vegetable Classics Garden Vegetable Soup,Pantry,Canned Foods,2023-12-08 07:32:00.000
00028400008617,Lay's Potato Chips Barbecue Flavored 1 Oz,Pantry,Snacks,2024-01-10 10:20:00.000
00021000056996,VELVEETA LOAF ORIGINAL,Pantry,Condiments & Salad Dressings,2024-01-22 20:17:00.000
00016000143449,Fiber One Bar Oats and Chocolate Chewy Bars 5 Count,Pantry,Snacks,2024-01-23 12:17:00.000
00016000264694,Nature Valley Crunchy Oats 'n Honey Granola Bar,Pantry,Snacks,2024-01-23 16:31:00.000
10021908406760,Cascadian Farm Organic Vanilla Chip Chewy Granola Bars 6 Count,Pantry,Snacks,2023-12-29 06:02:00.000
00016000507258,Nature Valley Crunchy Oats 'n Dark Chocolate Granola Bar,Pantry,Snacks,2024-01-23 12:08:00.000
00016000487598,Nature Valley Crunchy Oats 'n Honey Granola Bars 49 Count,Pantry,Snacks,2024-01-23 15:01:00.000
00021908453392,Larabar Chocolate Chip Cookie Dough Gluten-Free Snack Bars 16 Count,Pantry,Snacks,2024-01-15 12:03:00.000
00037000887300,Always Discreet Medium Adult Incontinence No Perfume,Personal Care,Incontinence,2024-01-16 11:33:00.000
00069055824184,"Oral-B Precision Clean X-Filament Replacement Brush Heads, 3 Count",Personal Care,Oral Care,2024-01-22 08:31:00.000
00046500744099,Glade PlugIns Scented Oil Warmer Essential Oil Infused Wall Plug In Refill,Cleaning and Household,Air Fresheners,2024-01-17 15:30:00.000
00046500744099,Glade PlugIns Scented Oil Warmer Essential Oil Infused Wall Plug In Refill,Cleaning and Household,Air Fresheners,2024-01-17 15:30:00.000
00046500744099,Glade PlugIns Scented Oil Warmer Essential Oil Infused Wall Plug In Refill,Cleaning and Household,Air Fresheners,2024-01-17 15:30:00.000
00046500744099,Glade PlugIns Scented Oil Warmer Essential Oil Infused Wall Plug In Refill,Cleaning and Household,Air Fresheners,2024-01-17 15:30:00.000
00051000150073,"Campbell's Chunky Soup, Chicken and Sausage Gumbo, 18.8 oz Can",Pantry,Canned Foods,2023-12-04 06:36:00.000
00052000208078,Gatorade Thirst Quencher Orange 20 Fl Oz 8 Count,Beverages,Sports Drinks,2024-01-18 09:40:00.000
00028400055154,Lay's Stax Potato Crisps Sour Cream & Onion Flavored 5 1/2 Oz,Pantry,Snacks,2024-01-10 18:17:00.000
00737628001002,THAI KITCHEN  SAUCE FISH,Pantry,International,2024-01-18 06:38:00.000
00072940112136,"Red Gold Crushed Tomatoes, 28oz Can",Pantry,Canned Foods,2023-12-07 13:08:00.000
00072940112280,"Red Gold Whole Peeled Tomatoes, 28 oz Can",Pantry,Canned Foods,2024-01-05 09:34:00.000
00071249137093,"L'Oreal Paris Telescopic Original Lengthening Mascara, Carbon Black, 0.27 fl oz",Beauty,Makeup,2024-01-18 17:17:00.000
00011110016188,CREAMY PEANUT BUTTER - KROGER - 16 OZ,Pantry,"Spreads, Jelly & Honey",2023-12-07 08:06:00.000
00011110016188,CREAMY PEANUT BUTTER - KROGER - 16 OZ,Pantry,"Spreads, Jelly & Honey",2023-12-07 08:06:00.000
00022700097791,CG LB VOL MSC R PRM 13.1ML BLCK BROWN IV,Beauty,Makeup,2024-01-04 11:18:00.000
00037000977261,"Cascade Platinum ActionPacs Dishwasher Detergent Pods, Fresh, 62 Count",Cleaning and Household,Dishwashing Needs,2024-01-08 11:16:00.000
00037000977261,"Cascade Platinum ActionPacs Dishwasher Detergent Pods, Fresh, 62 Count",Cleaning and Household,Dishwashing Needs,2024-01-08 11:16:00.000
00016000104105,Gold Medal All-Purpose Flour,Pantry,Baking & Cooking,2023-12-07 10:41:00.000
00046000860350,Old El Paso Mild Red Enchilada Sauce,Pantry,Condiments & Salad Dressings,2024-01-23 12:48:00.000
00785357012882,PEETS LUMINOSA BREAKFAST BLEND KCUP 6/10CT,Beverages,Coffee,2023-12-08 09:28:00.000
00099555086638,"Green Mountain Coffee Roasters, Nantucket Blend, Medium Roast, Keurig Single-Serve K-Cup Coffee Pods, 12 Count",Beverages,Coffee,2024-01-03 12:28:00.000
00016000512795,Fiber One Strawberry Cheesecake Bar,Pantry,Snacks,2024-01-10 09:53:00.000
00041196891041,Progresso Plain Bread Crumbs,Pantry,Spices & Seasonings,2024-01-21 10:00:00.000
00028400055987,Tostitos Medium Dip Chunky Salsa 15.5 Oz,Pantry,Snacks,2023-12-06 14:46:00.000
00016000426412,Fiber One 70 Calorie Chocolate Chip Cookie Brownie 6 Count,Pantry,Snacks,2024-01-05 14:31:00.000
00012546011112,TRIDENT GUM TROPICAL TWIST SUGAR FREE 14PC,Candy,Gum & Mints,2024-01-17 07:12:00.000
00016000442825,Nature Valley Sweet & Salty Nut Peanut Granola Bar,Pantry,Snacks,2024-01-23 16:31:00.000
00051000021076,"Campbell's Condensed Chicken Broth, 10.5 Ounce Can",Pantry,Canned Foods,2023-12-03 19:30:00.000
10840515100041,Thinsters Crunchy Chocolate Chip Cookie Thins,Pantry,Cookies,2023-12-04 08:51:00.000
00041196011128,Progresso Traditional New England Clam Chowder Gluten-Free Canned Soup,Pantry,Canned Foods,2023-12-08 08:04:00.000
00095008000633,"essie salon-quality nail polish, vegan, deep blood red, Wicked, 0.46 fl oz",Beauty,Makeup,2024-01-23 09:28:00.000
00051000005243,"Campbell's Chunky Soup, New England Clam Chowder, 18.8 Oz Can",Pantry,Canned Foods,2023-12-10 06:19:00.000
00381371161041,"Aveeno Sheer Hydration Daily Moisturizing Dry Skin Lotion, 12 fl. oz",Personal Care,Body Moisturizers,2024-01-02 13:21:00.000
00034000002207,HERSHEYS MILK CHOCOLATE KING SIZE BAR,Candy,Chocolate,2024-01-18 08:41:00.000
00034000002207,HERSHEYS MILK CHOCOLATE KING SIZE BAR,Candy,Chocolate,2024-01-18 08:41:00.000
00071249207307,"L'Oreal Paris Elvive Total Repair 5 Repairing Shampoo for Damaged Hair, 12.6 fl oz",Beauty,Hair Care,2024-01-17 19:32:00.000
00071249207307,"L'Oreal Paris Elvive Total Repair 5 Repairing Shampoo for Damaged Hair, 12.6 fl oz",Personal Care,Hair Care,2024-01-17 19:32:00.000
00071249363102,"L'Oreal Paris True Match Lumi Glotion Natural Glow Enhancer, Face and Body, Fair, 1.35 fl oz",Beauty,Makeup,2024-01-22 16:35:00.000
00071249046210,"L'Oreal Paris Colour Riche Lip Liner, Lasting Plum, 0.01 oz",Beauty,Makeup,2023-12-13 09:31:00.000
00071249083765,"L'Oreal Paris Colour Riche Original Satin Lipstick for Moisturized Lips, le rouge paris, 0.13 oz",Beauty,Makeup,2023-12-13 09:31:00.000
00046000821313,Old El Paso Traditional Refried Beans Value Size,Pantry,Canned Foods,2023-12-07 10:51:00.000
00046000821313,Old El Paso Traditional Refried Beans Value Size,Pantry,International,2023-12-07 10:51:00.000
00034000040476,CADBURY DAIRY MILK CARAMELLO MILK CHOCOLATE & CREAMY CARAMEL X-LARGE BAR,Candy,Chocolate,2023-12-05 11:46:00.000
00034000040476,CADBURY DAIRY MILK CARAMELLO MILK CHOCOLATE & CREAMY CARAMEL X-LARGE BAR,Candy,Chocolate,2023-12-05 11:46:00.000
00041196404814,Progresso Light Beef Pot Roast Gluten-Free Canned Soup,Pantry,Canned Foods,2023-12-08 08:06:00.000
00073010004542,"Tampax Pearl Tampons, with LeakGuard Braid, Regular Absorbency, Unscented, 18 Count",Personal Care,Feminine Care,2024-01-18 13:02:00.000
00046000288765,Old El Paso Mild Taco Seasoning Mix,Pantry,Spices & Seasonings,2024-01-23 12:48:00.000
00046000288765,Old El Paso Mild Taco Seasoning Mix,Pantry,International,2024-01-23 12:48:00.000
00603084350742,GRNR FRC SLK SHN COND TS,Beauty,Hair Care,2024-01-22 09:17:00.000
00603084350742,GRNR FRC SLK SHN COND TS,Personal Care,Hair Care,2024-01-22 09:17:00.000
00038000138577,Pringles Crisps Cheddar Cheese 5.5oz,Pantry,Snacks,2024-01-23 16:34:00.000
00071249318560,"L'Oreal Paris Magic Root Cover Up Temporary Concealer Spray for Gray, Dark Brown, 2 oz",Personal Care,Hair Care,2024-01-22 17:00:00.000
00071249318560,"L'Oreal Paris Magic Root Cover Up Temporary Concealer Spray for Gray, Dark Brown, 2 oz",Beauty,Hair Care,2024-01-22 17:00:00.000
00034000491087,REESES MILK CHOCOLATE PEANUT BUTTER CUP SNACK SIZE BAR 5-PACK,Candy,Chocolate,2024-01-09 12:27:00.000
00034000491087,REESES MILK CHOCOLATE PEANUT BUTTER CUP SNACK SIZE BAR 5-PACK,Candy,Chocolate,2024-01-09 12:27:00.000
00888109110109,"HOSTESS TWINKIES, Golden Sponge Cake, Creamy Filling, Individually Wrapped, 10 Count 13.58 OZ",Pantry,Snacks,2024-01-16 09:47:00.000
10041196419426,Progresso Reduced Sodium Creamy Tomato with Basil Soup,Pantry,Canned Foods,2023-12-08 08:03:00.000
00034000723355,ICE BREAKERS DUO STRAWBERRY FLAVORED MINTS TIN BOX,Candy,Gum & Mints,2024-01-18 08:43:00.000
00873983000059,HI-CHEW Stick Mango 1.76oz,Candy,Gummy & Chewy,2024-01-17 10:32:00.000
00873983000059,HI-CHEW Stick Mango 1.76oz,Candy,Gummy & Chewy,2024-01-17 10:32:00.000
00016000442818,Nature Valley Sweet & Salty Nut Almond Granola Bar,Pantry,Snacks,2024-01-23 16:31:00.000
00802763081551,Sunsweet 8 oz Pouch Chopped Date,Pantry,Snacks,2023-12-29 11:01:00.000
00024126017438,"Lewis Bake Shop Half Loaf Texas Toast Bread, 1/2 Loaf, 12 oz.",Pantry,"Bread, Buns & Rolls",2023-12-07 15:47:00.000
00016000439764,Fiber One Strawberry Cheesecake Bars 5 Count,Pantry,Snacks,2024-01-10 09:53:00.000
00012546011075,TRIDENT GUM SPEARMINT SUGAR FREE 14PC,Candy,Gum & Mints,2024-01-17 07:12:00.000
00051000249203,"Prego Artisan Four Cheese Alfredo Pasta Sauce, 14.5 oz Jar",Pantry,Pasta & Pasta Sauces,2024-01-22 13:40:00.000
00051000249203,"Prego Artisan Four Cheese Alfredo Pasta Sauce, 14.5 oz Jar",Pantry,Condiments & Salad Dressings,2024-01-22 13:40:00.000
00043000059531,"Crystal Light Sweet Tea Naturally Flavored Powdered Drink Mix, 6 ct Pitcher Packets",Beverages,Drink Mixes & Beverage Enhancers,2024-01-16 09:22:00.000
10051000150070,"Campbell's Chunky Soup, Chicken and Sausage Gumbo, 18.8 oz Can (Case of 12)",Pantry,Canned Foods,2023-12-04 06:36:00.000
10051000167757,"Campbell's Chunky Soup, Healthy Request Chicken Noodle Soup, 18.8 Oz Can (Case of 12)",Pantry,Canned Foods,2023-12-01 06:46:00.000
10073141159354,Pocky Cookies & Cream 2.47oz,Pantry,International,2024-01-16 13:22:00.000
00037000763376,"Downy Unstopable In-Wash Scent Booster Beads, FRESH, 14.8 oz",Cleaning and Household,LAUNDRY,2023-12-09 06:21:00.000
00051000115515,"Campbell's Condensed 98% Fat Free Cream of Mushroom Soup, 10.5 Ounce Can",Pantry,Canned Foods,2023-12-09 16:04:00.000
00072940162285,"Red Gold Diced Tomatoes, 28 oz Can",Pantry,Canned Foods,2023-12-12 07:41:00.000
00071249318577,"L'Oreal Paris Magic Root Cover Up Temporary Concealer Spray for Gray, Black, 2 oz",Personal Care,Hair Care,2024-01-22 17:00:00.000
00071249318577,"L'Oreal Paris Magic Root Cover Up Temporary Concealer Spray for Gray, Black, 2 oz",Beauty,Hair Care,2024-01-22 17:00:00.000
00051000147578,"Campbell's Tomato Juice, 100% Tomato Juice, 64 oz Bottle",Beverages,Juice,2023-12-22 06:20:00.000
10051000233186,"SpaghettiOs Original Canned Pasta Plus Calcium, 15.8 oz Can (Pack of 12)",Pantry,Canned Foods,2023-12-03 20:01:00.000
00037000970569,"Dawn Ultra Dish Soap Dishwashing Liquid, Original, 28 fl oz",Cleaning and Household,Dishwashing Needs,2024-01-10 13:55:00.000
00603084491902,"Garnier Fructis Curl Nourish Sulfate-Free Conditioner for All Curl Types, 12 fl oz",Beauty,Hair Care,2024-01-05 16:42:00.000
00603084491902,"Garnier Fructis Curl Nourish Sulfate-Free Conditioner for All Curl Types, 12 fl oz",Personal Care,Hair Care,2024-01-05 16:42:00.000
00041554496925,"Maybelline Super Stay Matte Ink Liquid Lipstick, Lip Makeup, Pioneer, 0.17 fl oz",Beauty,Makeup,2023-12-28 13:40:00.000
00071249046265,"L'Oreal Paris Colour Riche Lip Liner, Nudes For Life, 0.01 oz",Beauty,Makeup,2023-12-13 09:31:00.000
00071249074541,"L'Oreal Paris Colour Riche Original Satin Lipstick for Moisturized Lips, Blushing Berry, 0.13 oz",Beauty,Makeup,2023-12-13 09:31:00.000
00078300069881,CF BDYSHP XLNG UNSCNT INDV F&W36,Personal Care,Feminine Care,2024-01-19 10:09:00.000
00046000288772,Old El Paso 25% Less Sodium Taco Seasoning Mix Packet,Pantry,Spices & Seasonings,2024-01-19 13:37:00.000
00017929000202,Red Star All Natural Active Dry 3-strip for baking bread at home,Pantry,Baking & Cooking,2024-01-08 11:00:00.000
00038000138416,Pringles Crisps Original 5.2oz,Pantry,Snacks,2024-01-23 16:34:00.000
10041196020127,Progresso Chick Peas,Pantry,Canned Foods,2024-01-18 10:01:00.000
00028400090896,Doritos Tortilla Chips Nacho Cheese Flavored 1 Oz,Pantry,Snacks,2024-01-10 10:20:00.000
00021908291024,Cascadian Farm Organic Dark Chocolate Chip Chewy Granola Bars,Pantry,Snacks,2024-01-10 06:08:00.000
